,uni,offer type,postgrad,gpa,gamsat,combo score
2156,Griffith University,BMP,,6.75,66.0,1.624285714
2157,Griffith University,BMP,,6.65,64.0,1.59
2158,Griffith University,BMP,,6.65,63.0,1.58
2159,Griffith University,BMP,,6.81,60.0,1.572857143
2160,Griffith University,CSP,,6.89,67.0,1.654285714
2161,Griffith University,CSP,,6.7,68.0,1.637142857
2162,Griffith University,CSP,,6.96,62.0,1.614285714
2163,Griffith University,CSP,,6.6,67.0,1.612857143
2164,Griffith University,CSP,,6.76,64.0,1.605714286
2165,Griffith University,CSP,,6.92,61.0,1.598571429
2166,Griffith University,CSP,,6.99,58.0,1.578571429
2167,Griffith University,CSP,,6.68,62.0,1.574285714
2172,Monash University,CSP,,6.35,80.0,1.707142857
2173,Monash University,CSP,,6.79,69.0,1.66
2174,Monash University,CSP,,6.73,68.0,1.641428571
2175,Monash University,CSP,,6.74,67.0,1.632857143
2176,Monash University,CSP,,6.3,72.0,1.62
2177,Monash University,CSP,,6.46,69.0,1.612857143
2178,Monash University,CSP,,6.19,71.0,1.594285714
2179,Monash University,CSP,,6.3,69.0,1.59
2180,Monash University,CSP,,6.3,68.0,1.58
2181,Monash University,CSP,,6.02,70.0,1.56
2182,Monash University,CSP,,5.91,70.0,1.544285714
2183,Monash University,CSP,,5.7,68.0,1.494285714
2184,Monash University,CSP,,5.69,68.0,1.492857143
2190,University of Melbourne,BMP,,6.76,75.0,1.715714286
2191,University of Melbourne,BMP,,6.96,68.0,1.674285714
2192,University of Melbourne,BMP,,6.72,71.0,1.67
2193,University of Melbourne,BMP,,6.76,69.0,1.655714286
2194,University of Melbourne,BMP,,6.73,68.0,1.641428571
2195,University of Melbourne,BMP,,6.9,65.0,1.635714286
2196,University of Melbourne,BMP,,6.67,67.0,1.622857143
2197,University of Melbourne,BMP,,6.8,65.0,1.621428571
2198,University of Melbourne,BMP,,6.8,64.0,1.611428571
2199,University of Melbourne,BMP,,6.48,68.0,1.605714286
2202,University of Melbourne,CSP,,7.0,77.0,1.77
2203,University of Melbourne,CSP,,7.0,76.0,1.76
2204,University of Melbourne,CSP,,6.98,74.0,1.737142857
2205,University of Melbourne,CSP,,6.92,74.0,1.728571429
2206,University of Melbourne,CSP,,6.98,73.0,1.727142857
2207,University of Melbourne,CSP,,6.74,76.0,1.722857143
2208,University of Melbourne,CSP,,6.77,75.0,1.717142857
2209,University of Melbourne,CSP,,6.96,72.0,1.714285714
2210,University of Melbourne,CSP,,6.95,72.0,1.712857143
2211,University of Melbourne,CSP,,6.73,75.0,1.711428571
2212,University of Melbourne,CSP,,6.85,73.0,1.708571429
2213,University of Melbourne,CSP,,6.84,72.0,1.697142857
2214,University of Melbourne,CSP,,6.88,71.0,1.692857143
2215,University of Melbourne,CSP,,6.77,72.0,1.687142857
2216,University of Melbourne,CSP,,6.69,73.0,1.685714286
2217,University of Melbourne,CSP,,6.95,69.0,1.682857143
2218,University of Melbourne,CSP,,6.65,73.0,1.68
2219,University of Melbourne,CSP,,6.99,68.0,1.678571429
2220,University of Melbourne,CSP,,6.83,70.0,1.675714286
2221,University of Melbourne,CSP,,6.88,69.0,1.672857143
2222,University of Melbourne,CSP,,6.89,68.0,1.664285714
2223,University of Melbourne,CSP,,6.85,67.0,1.648571429
2224,University of Melbourne,CSP,,6.74,68.0,1.642857143
2225,University of Melbourne,CSP,,6.67,68.0,1.632857143
2226,University of Melbourne,CSP,,6.66,68.0,1.631428571
2227,University of Melbourne,CSP,,6.35,70.0,1.607142857
2228,University of Melbourne,CSP,,6.7,65.0,1.607142857
2229,University of Melbourne,CSP,,6.75,64.0,1.604285714
2235,University of Melbourne,MRBS,,6.98,78.0,1.777142857
2236,University of Melbourne,Other,,6.8,67.0,1.641428571
2247,University of Newcastle,BMP,,5.0,96.0,1.674285714
2248,University of Notre Dame Fremantle,BMP,,6.41,61.0,1.525714286
2249,University of Notre Dame Fremantle,BMP,,6.0,66.0,1.517142857
2250,University of Notre Dame Fremantle,BMP,,5.97,59.0,1.442857143
2251,University of Notre Dame Fremantle,BMP,,5.8,61.0,1.438571429
2252,University of Notre Dame Fremantle,CSP,,6.93,70.0,1.69
2253,University of Notre Dame Fremantle,CSP,,6.23,74.0,1.63
2254,University of Notre Dame Fremantle,CSP,,6.85,62.0,1.598571429
2255,University of Notre Dame Fremantle,CSP,,6.99,59.0,1.588571429
2256,University of Notre Dame Fremantle,CSP,,6.6,62.0,1.562857143
2257,University of Notre Dame Fremantle,CSP,,6.86,58.0,1.56
2258,University of Notre Dame Fremantle,CSP,,6.69,60.0,1.555714286
2259,University of Notre Dame Fremantle,CSP,,6.4,64.0,1.554285714
2260,University of Notre Dame Fremantle,CSP,,6.58,60.0,1.54
2261,University of Notre Dame Fremantle,CSP,,6.1,66.0,1.531428571
2262,University of Notre Dame Fremantle,CSP,,6.14,64.0,1.517142857
2263,University of Notre Dame Fremantle,CSP,,6.66,55.0,1.501428571
2264,University of Notre Dame Fremantle,CSP,,6.37,59.0,1.5
2265,University of Notre Dame Fremantle,CSP,,6.12,60.0,1.474285714
2273,University of Notre Dame Sydney,BMP,,6.75,60.0,1.564285714
2274,University of Notre Dame Sydney,BMP,,6.7,59.0,1.547142857
2275,University of Notre Dame Sydney,BMP,,6.9,53.0,1.515714286
2276,University of Notre Dame Sydney,BMP,,6.2,58.0,1.465714286
2277,University of Notre Dame Sydney,CSP,,6.99,61.0,1.608571429
2278,University of Notre Dame Sydney,CSP,,6.5,66.0,1.588571429
2279,University of Notre Dame Sydney,CSP,,6.29,68.0,1.578571429
2280,University of Notre Dame Sydney,CSP,,6.53,63.0,1.562857143
2281,University of Notre Dame Sydney,CSP,,6.64,60.0,1.548571429
2282,University of Notre Dame Sydney,CSP,,6.72,58.0,1.54
2283,University of Notre Dame Sydney,CSP,,6.27,64.0,1.535714286
2284,University of Notre Dame Sydney,CSP,,6.54,59.0,1.524285714
2285,University of Notre Dame Sydney,CSP,,6.37,60.0,1.51
2286,University of Notre Dame Sydney,CSP,,6.21,59.0,1.477142857
2287,University of Notre Dame Sydney,CSP,,6.14,58.0,1.457142857
2307,University of Queensland,BMP,,6.51,73.0,1.66
2308,University of Queensland,BMP,,6.95,65.0,1.642857143
2309,University of Queensland,BMP,,6.47,69.0,1.614285714
2310,University of Queensland,BMP,,6.28,66.0,1.557142857
2311,University of Queensland,BMP,,5.9,69.0,1.532857143
2312,University of Queensland,BMP,,5.5,66.0,1.445714286
2313,University of Queensland,CSP,,6.7,85.0,1.807142857
2314,University of Queensland,CSP,Yes,7.0,78.0,1.78
2315,University of Queensland,CSP,,7.0,73.0,1.73
2316,University of Queensland,CSP,,6.83,75.0,1.725714286
2317,University of Queensland,CSP,,7.0,71.0,1.71
2318,University of Queensland,CSP,,6.5,78.0,1.708571429
2319,University of Queensland,CSP,,7.0,70.0,1.7
2321,University of Queensland,CSP,,6.48,76.0,1.685714286
2322,University of Queensland,CSP,,6.8,71.0,1.681428571
2323,University of Queensland,CSP,,6.61,72.0,1.664285714
2324,University of Queensland,CSP,,6.89,68.0,1.664285714
2325,University of Queensland,CSP,,6.6,72.0,1.662857143
2326,University of Queensland,CSP,,6.81,69.0,1.662857143
2327,University of Queensland,CSP,,6.23,77.0,1.66
2328,University of Queensland,CSP,Yes,7.0,66.0,1.66
2329,University of Queensland,CSP,Yes,7.0,66.0,1.66
2331,University of Queensland,CSP,,6.5,72.0,1.648571429
2332,University of Queensland,CSP,,6.5,72.0,1.648571429
2333,University of Queensland,CSP,,6.7,69.0,1.647142857
2334,University of Queensland,CSP,,6.3,74.0,1.64
2335,University of Queensland,CSP,,6.68,68.0,1.634285714
2336,University of Queensland,CSP,,6.38,72.0,1.631428571
2337,University of Queensland,CSP,,6.48,69.0,1.615714286
2338,University of Queensland,CSP,,6.15,73.0,1.608571429
2339,University of Queensland,CSP,,6.5,68.0,1.608571429
2340,University of Queensland,CSP,,6.5,67.0,1.598571429
2341,University of Queensland,CSP,,6.11,72.0,1.592857143
2342,University of Queensland,CSP,,6.25,70.0,1.592857143
2343,University of Queensland,CSP,,6.45,66.0,1.581428571
2344,University of Queensland,CSP,,6.4,66.0,1.574285714
2345,University of Queensland,CSP,,6.1,69.0,1.561428571
2346,University of Queensland,CSP,,6.1,69.0,1.561428571
2347,University of Queensland,CSP,,6.31,66.0,1.561428571
2348,University of Queensland,CSP,,5.9,71.0,1.552857143
2349,University of Queensland,CSP,,6.24,66.0,1.551428571
2350,University of Queensland,CSP,,5.6,75.0,1.55
2351,University of Queensland,CSP,,5.88,71.0,1.55
2352,University of Queensland,CSP,,5.75,72.0,1.541428571
2353,University of Queensland,CSP,,6.03,68.0,1.541428571
2354,University of Queensland,CSP,,6.07,67.0,1.537142857
2355,University of Queensland,CSP,,6.0,67.0,1.527142857
2356,University of Queensland,CSP,,5.5,74.0,1.525714286
2357,University of Queensland,CSP,,5.7,71.0,1.524285714
2358,University of Queensland,CSP,,5.74,69.0,1.51
2359,University of Queensland,CSP,,5.24,73.0,1.478571429
2360,University of Queensland,CSP,,5.23,73.0,1.477142857
2361,University of Queensland,CSP,,5.5,69.0,1.475714286
2362,University of Queensland,CSP,,5.11,74.0,1.47
2363,University of Queensland,CSP,,5.35,70.0,1.464285714
2364,University of Queensland,CSP,,5.45,68.0,1.458571429
2365,University of Queensland,CSP,,5.1,72.0,1.448571429
2381,University of Sydney,BMP,,6.84,72.0,1.697142857
2382,University of Sydney,BMP,,6.6,71.0,1.652857143
2383,University of Sydney,BMP,,6.44,72.0,1.64
2384,University of Sydney,BMP,,7.0,64.0,1.64
2385,University of Sydney,BMP,,6.58,69.0,1.63
2386,University of Sydney,BMP,Yes,6.65,65.0,1.6
2387,University of Sydney,BMP,,6.0,70.0,1.557142857
2388,University of Sydney,BMP,,6.03,69.0,1.551428571
2389,University of Sydney,BMP,,5.88,71.0,1.55
2390,University of Sydney,BMP,,5.94,70.0,1.548571429
2391,University of Sydney,BMP,,6.0,69.0,1.547142857
2392,University of Sydney,BMP,,5.9,69.0,1.532857143
2393,University of Sydney,BMP,,5.4,71.0,1.481428571
2394,University of Sydney,BMP,Yes,5.5,69.0,1.475714286
2395,University of Sydney,BMP,,5.35,70.0,1.464285714
2396,University of Sydney,BMP,,5.04,74.0,1.46
2397,University of Sydney,BMP,,5.25,69.0,1.44
2398,University of Sydney,BMP,,5.0,70.0,1.414285714
2400,University of Sydney,CSP,,7.0,77.0,1.77
2401,University of Sydney,CSP,,6.3,85.0,1.75
2402,University of Sydney,CSP,,6.4,80.0,1.714285714
2403,University of Sydney,CSP,,6.35,80.0,1.707142857
2404,University of Sydney,CSP,,6.84,73.0,1.707142857
2405,University of Sydney,CSP,,6.96,71.0,1.704285714
2406,University of Sydney,CSP,,6.8,73.0,1.701428571
2407,University of Sydney,CSP,,6.29,80.0,1.698571429
2408,University of Sydney,CSP,,6.56,76.0,1.697142857
2409,University of Sydney,CSP,,6.92,70.0,1.688571429
2410,University of Sydney,CSP,,6.0,83.0,1.687142857
2411,University of Sydney,CSP,,6.0,83.0,1.687142857
2412,University of Sydney,CSP,,6.77,71.0,1.677142857
2413,University of Sydney,CSP,,6.61,72.0,1.664285714
2414,University of Sydney,CSP,,6.76,69.0,1.655714286
2415,University of Sydney,CSP,,6.75,69.0,1.654285714
2416,University of Sydney,CSP,,6.67,70.0,1.652857143
2417,University of Sydney,CSP,,6.5,72.0,1.648571429
2418,University of Sydney,CSP,,6.71,69.0,1.648571429
2419,University of Sydney,CSP,,6.52,71.0,1.641428571
2420,University of Sydney,CSP,,6.19,75.0,1.634285714
2421,University of Sydney,CSP,,6.49,70.0,1.627142857
2422,University of Sydney,CSP,,6.48,69.0,1.615714286
2423,University of Sydney,CSP,,6.23,71.0,1.6
2424,University of Sydney,CSP,,6.0,72.0,1.577142857
2425,University of Sydney,CSP,,5.89,73.0,1.571428571
2426,University of Sydney,CSP,,6.0,71.0,1.567142857
2427,University of Sydney,CSP,,5.85,70.0,1.535714286
2428,University of Sydney,CSP,,5.7,72.0,1.534285714
2429,University of Sydney,CSP,,5.83,70.0,1.532857143
2430,University of Sydney,CSP,,5.89,69.0,1.531428571
2431,University of Sydney,CSP,,5.67,72.0,1.53
2432,University of Sydney,CSP,,5.4,75.0,1.521428571
2433,University of Sydney,CSP,,5.67,71.0,1.52
2434,University of Sydney,CSP,,5.53,71.0,1.5
2435,University of Sydney,CSP,,5.3,74.0,1.497142857
2436,University of Sydney,CSP,,5.55,69.0,1.482857143
2437,University of Sydney,CSP,,5.23,73.0,1.477142857
2438,University of Sydney,CSP,Yes,6.0,62.0,1.477142857
2439,University of Sydney,CSP,,5.25,69.0,1.44
2440,University of Sydney,CSP,,5.06,69.0,1.412857143
2471,University of Tasmania,CSP,Yes,7.0,99.0,1.99
2472,University of Western Australia,BMP,,6.75,68.0,1.644285714
2473,University of Western Australia,BMP,,6.33,71.0,1.614285714
2474,University of Western Australia,BMP,,6.73,65.0,1.611428571
2475,University of Western Australia,BMP,,6.96,61.0,1.604285714
2476,University of Western Australia,BMP,,6.89,60.0,1.584285714
2477,University of Western Australia,BMP,,6.64,62.0,1.568571429
2478,University of Western Australia,BMP,,6.9,58.0,1.565714286
2479,University of Western Australia,BMP,,6.35,64.0,1.547142857
2480,University of Western Australia,BMP,,6.4,62.0,1.534285714
2481,University of Western Australia,CSP,,6.9,70.0,1.685714286
2482,University of Western Australia,CSP,,6.92,67.0,1.658571429
2483,University of Western Australia,CSP,,6.61,71.0,1.654285714
2484,University of Western Australia,CSP,,6.71,69.0,1.648571429
2485,University of Western Australia,CSP,,6.76,68.0,1.645714286
2486,University of Western Australia,CSP,,6.87,65.0,1.631428571
2487,University of Western Australia,CSP,,6.79,66.0,1.63
2488,University of Western Australia,CSP,,6.7,67.0,1.627142857
2489,University of Western Australia,CSP,,6.69,66.0,1.615714286
2490,University of Western Australia,CSP,,6.63,66.0,1.607142857
2491,University of Western Australia,CSP,,6.43,66.0,1.578571429
2492,University of Western Australia,CSP,,6.35,66.0,1.567142857
2497,University of Wollongong,BMP,,6.2,61.0,1.495714286
2499,University of Wollongong,CSP,,6.8,57.0,1.541428571
2500,University of Wollongong,CSP,,6.58,59.0,1.53
2501,University of Wollongong,CSP,,6.42,60.0,1.517142857
2502,University of Wollongong,CSP,,6.0,65.0,1.507142857
2522,Flinders University,BMP,,6.17,62.0,1.501428571
2523,Flinders University,CSP,Honours,6.25,67.0,1.562857143
2529,Flinders University,CSP,,6.92,60.0,1.588571429
2532,Flinders University,CSP,Honours,5.98,62.0,1.474285714
2533,Flinders University,CSP,Honours,6.55,68.0,1.615714286
2536,Flinders University,CSP,,6.25,72.0,1.612857143
2545,Deakin University,CSP,Honours,6.73,73.0,1.691428571
2547,University of Wollongong,Unknown,Masters,6.08,64.0,1.508571429
2548,University of Western Australia,BMP,,6.97,71.0,1.705714286
2551,University of Wollongong,Unknown,Masters,6.49,64.0,1.567142857
2553,University of Western Australia,CSP,,6.83,74.0,1.715714286
2554,University of Notre Dame Fremantle,BMP,,6.8,64.0,1.611428571
2556,University of Notre Dame Fremantle,CSP,Honours,6.72,65.0,1.61
2560,University of Notre Dame Fremantle,BMP,,6.76,73.0,1.695714286
2565,University of Notre Dame Sydney,CSP,,6.91,64.0,1.627142857
2566,University of Queensland,CSP,,6.14,73.0,1.607142857
2568,University of Wollongong,BMP,,6.8,69.0,1.661428571
2569,Deakin University,CSP,Honours,6.89,64.0,1.624285714
2572,University of Notre Dame Sydney,CSP,Honours,6.87,62.0,1.601428571
2573,University of Notre Dame Fremantle,CSP,Honours,6.74,66.0,1.622857143
2574,University of Notre Dame Fremantle,CSP,Masters,6.73,57.0,1.531428571
2575,University of Notre Dame Sydney,BMP,Honours,6.22,66.0,1.548571429
2576,University of Notre Dame Sydney,CSP,Honours,6.55,67.0,1.605714286
2579,University of Notre Dame Fremantle,CSP,,6.88,64.0,1.622857143
2580,Deakin University,CSP,Honours,6.91,70.0,1.687142857
2581,University of Notre Dame Sydney,CSP,,7.0,66.0,1.66
2585,University of Wollongong,CSP,,6.81,59.0,1.562857143
2586,University of Notre Dame Sydney,CSP,,6.45,59.0,1.511428571
2591,University of Western Australia,CSP,,7.0,67.0,1.67
2593,University of Western Australia,CSP,Honours,6.81,71.0,1.682857143
2594,University of Western Australia,CSP,PhD,7.0,73.0,1.73
2595,University of Notre Dame Fremantle,CSP,Honours,6.15,72.0,1.598571429
2596,University of Notre Dame Fremantle,CSP,Honours,6.76,65.0,1.615714286
2598,University of Notre Dame Fremantle,BMP,,6.94,66.0,1.651428571
2601,University of Western Australia,CSP,,6.88,75.0,1.732857143
2603,Flinders University,CSP,Masters,5.8,68.0,1.508571429
2608,University of Notre Dame Fremantle,CSP,,6.74,67.0,1.632857143
2609,University of Notre Dame Fremantle,CSP,,6.93,75.0,1.74
2614,University of Western Australia,CSP,,6.88,70.0,1.682857143
2619,Australian National University,BMP,Honours,6.85,64.0,1.618571429
2620,University of Notre Dame Sydney,BMP,Honours,6.24,67.0,1.561428571
2621,Australian National University,CSP,Honours,6.76,75.0,1.715714286
2624,University of Notre Dame Sydney,CSP,,6.04,62.0,1.482857143
2626,Australian National University,BMP,,6.9,67.0,1.655714286
2627,University of Notre Dame Fremantle,CSP,Honours,6.83,65.0,1.625714286
2628,University of Western Australia,CSP,PhD,7.0,74.0,1.74
2630,University of Notre Dame Fremantle,CSP,,6.21,64.0,1.527142857
2631,University of Notre Dame Sydney,CSP,Honours,7.0,59.0,1.59
2632,University of Notre Dame Fremantle,CSP,Honours,6.32,59.0,1.492857143
2639,University of Melbourne,CSP,,6.94,69.0,1.681428571
2640,University of Melbourne,BMP,,6.93,71.0,1.7
2641,University of Melbourne,CSP,,6.98,70.0,1.697142857
2642,University of Melbourne,CSP,,6.96,73.0,1.724285714
2643,University of Melbourne,CSP,,7.0,69.0,1.69
2644,University of Melbourne,CSP,,6.96,72.0,1.714285714
2647,University of Melbourne,CSP,,6.9,72.0,1.705714286
2648,University of Melbourne,CSP,,6.59,71.0,1.651428571
2649,University of Melbourne,CSP,,6.83,66.0,1.635714286
2650,University of Melbourne,CSP,,6.93,75.0,1.74
2651,University of Melbourne,CSP,,6.96,68.0,1.674285714
2655,University of Melbourne,CSP,,6.62,70.0,1.645714286
2656,University of Melbourne,CSP,,6.89,73.0,1.714285714
2657,University of Melbourne,CSP,,6.93,74.0,1.73
2658,Australian National University,CSP,Honours,6.73,70.0,1.661428571
2660,University of Melbourne,CSP,,6.89,73.0,1.714285714
2661,University of Melbourne,BMP,,6.78,69.0,1.658571429
2662,Australian National University,CSP,Honours,6.86,65.0,1.63
2663,University of Melbourne,CSP,,6.69,73.0,1.685714286
2664,University of Melbourne,CSP,,7.0,74.0,1.74
2665,University of Melbourne,BMP,,6.99,74.0,1.738571429
2668,University of Notre Dame Fremantle,CSP,,5.9,64.0,1.482857143
2669,University of Melbourne,CSP,,6.61,70.0,1.644285714
2670,University of Melbourne,CSP,,6.72,68.0,1.64
2672,University of Wollongong,CSP,Honours,6.52,63.0,1.561428571
2673,University of Melbourne,CSP,,6.87,68.0,1.661428571
2674,University of Melbourne,CSP,Honours,6.95,66.0,1.652857143
2675,University of Melbourne,CSP,,7.0,66.0,1.66
2676,University of Melbourne,CSP,,6.69,71.0,1.665714286
2677,Deakin University,CSP,Honours,6.57,76.0,1.698571429
2678,University of Melbourne,CSP,,6.65,73.0,1.68
2679,University of Sydney,BMP,Honours,6.13,71.0,1.585714286
2684,University of Notre Dame Sydney,CSP,,6.98,69.0,1.687142857
2685,University of Melbourne,CSP,,7.0,65.0,1.65
2686,University of Melbourne,CSP,,6.95,75.0,1.742857143
2690,Australian National University,CSP,Honours,6.78,70.0,1.668571429
2691,University of Melbourne,CSP,Honours,6.6,65.0,1.592857143
2692,University of Melbourne,CSP,Honours,6.57,73.0,1.668571429
2693,University of Melbourne,CSP,,7.0,68.0,1.68
2694,University of Melbourne,CSP,,6.63,74.0,1.687142857
2695,University of Melbourne,CSP,,6.96,71.0,1.704285714
2696,University of Notre Dame Sydney,CSP,Honours,6.83,56.0,1.535714286
2698,University of Queensland,CSP,,6.92,80.0,1.788571429
2699,University of Melbourne,CSP,,6.77,70.0,1.667142857
2700,University of Melbourne,CSP,,6.96,76.0,1.754285714
2701,University of Western Australia,CSP,,6.75,68.0,1.644285714
2702,Australian National University,CSP,,6.25,72.0,1.612857143
2704,University of Notre Dame Sydney,CSP,Honours,6.66,64.0,1.591428571
2709,Australian National University,CSP,Honours,6.71,68.0,1.638571429
2710,University of Notre Dame Fremantle,BMP,,5.43,66.0,1.435714286
2712,University of Melbourne,CSP,,6.89,71.0,1.694285714
2713,University of Melbourne,CSP,,6.79,67.0,1.64
2718,University of Notre Dame Fremantle,CSP,Honours,6.69,68.0,1.635714286
2719,University of Wollongong,CSP,Honours,6.33,65.0,1.554285714
2720,University of Western Australia,CSP,,6.81,68.0,1.652857143
2722,University of Melbourne,CSP,,6.92,71.0,1.698571429
2725,University of Sydney,FFp,,6.7,65.0,1.607142857
2727,University of Melbourne,CSP,Honours,6.68,69.0,1.644285714
2728,University of Western Australia,CSP,,6.83,72.0,1.695714286
2729,University of Melbourne,CSP,Honours,6.65,79.0,1.74
2730,University of Queensland,CSP,,6.5,74.0,1.668571429
2733,University of Melbourne,BMP,,6.77,70.0,1.667142857
2734,University of Melbourne,CSP,,6.98,74.0,1.737142857
2735,University of Notre Dame Fremantle,BMP,,6.33,58.0,1.484285714
2736,University of Notre Dame Fremantle,CSP,,6.96,55.0,1.544285714
2737,Griffith University,CSP,,6.96,66.0,1.654285714
2738,Griffith University,BMP,Masters,7.0,65.0,1.65
2739,Griffith University,CSP,,6.78,67.0,1.638571429
2740,Griffith University,CSP,,6.73,71.0,1.671428571
2741,Griffith University,BMP,,7.0,68.0,1.68
2742,Griffith University,CSP,,6.73,70.0,1.661428571
2743,Griffith University,CSP,,7.0,67.0,1.67
2744,Griffith University,CSP,Honours,6.96,67.0,1.664285714
2746,Griffith University,CSP,PhD,7.0,66.0,1.66
2747,Griffith University,CSP,Masters,6.94,71.0,1.701428571
2750,Griffith University,CSP,,6.96,66.0,1.654285714
2754,Griffith University,CSP,,6.98,70.0,1.697142857
2755,Griffith University,CSP,,6.95,67.0,1.662857143
2758,Griffith University,CSP,Honours,6.9,67.0,1.655714286
2759,Griffith University,CSP,,6.89,69.0,1.674285714
2760,Griffith University,CSP,,6.82,70.0,1.674285714
2761,Griffith University,CSP,,6.98,71.0,1.707142857
2762,Griffith University,CSP,,6.9,69.0,1.675714286
2764,Griffith University,CSP,,6.98,66.0,1.657142857
2765,University of Melbourne,CSP,,6.93,74.0,1.73
2767,University of Wollongong,CSP,Honours,6.04,66.0,1.522857143
2769,Australian National University,CSP,Honours,6.5,70.0,1.628571429
