,rurality,s1 score,s2 score,s3 score,deakin bonus,anu bonus,mq bonus,notes,interview?,interview uni,interview uni gpa,interview uni gamsat,pref 1 uni,pref 1 gpa,pref 1 gamsat,pref 2 uni,pref 2 gpa,pref 2 gamsat,pref 3 uni,pref 3 gpa,pref 3 gamsat,pref 4 uni,pref 4 gpa,pref 4 gamsat,pref 5 uni,pref 5 gpa,pref 5 gamsat,pref 6 uni,pref 6 gpa,pref 6 gamsat,year,uq tier,casper quartile,deakin tier,unimelb gam,undf bonuses,unds bonuses,uow bonuses
510,Non-Rural,77,71,71,0,0,0,,Yes,The University of Melbourne,6.95,73.0,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
511,Non-Rural,54,69,55,0,0,0,,No,,,,Macquarie University,6.729,58.25,The University of Notre Dame Fremantle,6.729,59.33,The University of Notre Dame Sydney,6.729,59.33,Australian National University,6.729,58.25,Deakin University,6.635,58.25,The University of Western Australia,6.625,"58.25
",2023,,1st,,,,,
512,Rural,56,60,77,6,2,0,,Yes,Australian National University,6.917,67.5,,,,,,,,,,,,,,,,,,"
",2023,Tier 3,3rd,,,,,
513,Non-Rural,67,72,74,0,0,0,,No,,,,The University of Notre Dame Sydney,6.37,71.0,The University of Wollongong,5.5,71.75,Australian National University,6.37,71.75,The University of Melbourne,6.394,71.0,The University of Queensland (Metro),6.49,71.0,Griffith University,6.41,"71.75
",2023,,2nd,,,,,
514,Rural,63,64,68,10,0,0,,Yes,Deakin University,6.313,65.75,The University of Melbourne,5.0,65.0,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
515,Non-Rural,65,77,74,0,0,0,,Yes,The University of Melbourne,6.963,72.0,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
516,Rural,56,62,63,10,0,0,,Yes,Griffith University,6.895,61.0,,,,,,,,,,,,,,,,,,"
",2023,,2nd,,,,,
517,Non-Rural,69,68,77,0,0,0,,Yes,The University of Melbourne,7.0,71.33,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
518,Non-Rural,69,80,73,0,0,0,,Yes,The University of Melbourne,6.963,74.0,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
519,Non-Rural,72,68,70,0,0,0,,Yes,Griffith University,6.742,70.0,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
520,Non-Rural,52,62,58,4,0,0,"(marked as an outlier as outside of ll expected for interview and significantly skews data, but that doesn't mean it illegitimate given gam could be a factor -luke)
",Yes,The University of Melbourne,6.98,57.33,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
521,Non-Rural,73,81,91,0,0,0,,Yes,The University of Melbourne,6.9,81.67,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
522,Non-Rural,60,60,100,2,0,0,,Yes,Deakin University,6.268,80.0,The University of Melbourne,6.346,73.33,,,,,,,,,,,,,,,"
",2023,,,,,,,
523,Non-Rural,64,69,62,0,0,0,,No,,,,Australian National University,6.7,64.25,,,,,,,,,,,,,,,"
",2023,,3rd,,,,,
524,Non-Rural,69,75,70,0,0,0,,Yes,The University of Melbourne,6.919,71.33,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
525,Rural,72,82,84,0,0,0,,Yes,Griffith University,5.375,80.5,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
526,Non-Rural,63,69,84,0,0,0,,Yes,The University of Melbourne,6.818,72.0,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
527,Non-Rural,68,63,63,6,0,0,gam,No,,,,The University of Melbourne,6.76,64.67,Deakin University,6.75,64.25,Griffith University,6.82,64.25,,,,,,,,,"
",2023,,,,,,,
528,Non-Rural,76,68,59,0,0,0,,Yes,The University of Notre Dame Sydney,6.913,67.67,The University of Melbourne,6.943,67.67,Griffith University,6.89,65.5,,,,,,,,,,,,"
",2023,,4th,,,,,
529,Non-Rural,66,68,84,0,0,0,,Yes,The University of Wollongong,5.5,75.5,,,,,,,,,,,,,,,,,,"
",2023,,3rd,,,,,
530,Non-Rural,71,78,51,2,2,0,,No,,,,The University of Notre Dame Sydney,6.516,66.67,Australian National University,6.516,62.75,The University of Wollongong,5.5,62.75,Deakin University,6.516,62.75,The University of Melbourne,6.516,66.67,The University of Notre Dame Fremantle,6.516,"66.67
",2023,,3rd,,,,,
531,Non-Rural,69,63,75,8,0,0,,Yes,Deakin University,6.427,70.5,The University of Melbourne,6.413,69.0,,,,,,,,,,,,,,,"
",2023,,,,,,,
532,Non-Rural,61,75,59,2,0,0,,Yes,The University of Notre Dame Sydney,6.788,65.0,,,,,,,,,,,,,,,,,,"
",2023,Tier 3,4th,,,,,
533,Non-Rural,61,73,77,0,0,0,,Yes,The University of Melbourne,6.838,70.33,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
534,Non-Rural,76,64,91,0,0,0,,Yes,The University of Melbourne,6.988,77.0,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
535,Non-Rural,71,79,64,0,0,0,,Yes,The University of Notre Dame Sydney,6.585,71.33,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
536,Non-Rural,68,76,69,0,0,0,,Yes,The University of Melbourne,6.86,71.0,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
537,Non-Rural,69,77,62,0,0,0,"strong uow portfolio, wa resident",Yes,The University of Notre Dame Fremantle,6.668,69.33,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
538,Non-Rural,57,75,73,8,0,0,,Yes,Deakin University,6.458,69.5,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
539,Non-Rural,68,62,70,2,0,0,,No,,,,Deakin University,6.917,67.5,The University of Notre Dame Fremantle,6.917,66.67,The University of Notre Dame Sydney,6.917,66.67,,,,,,,,,"
",2023,,2nd,,,,,
540,Non-Rural,74,70,64,0,0,0,,Yes,The University of Notre Dame Sydney,6.8,69.33,The University of Melbourne,6.7,69.33,Australian National University,6.8,68.0,,,,,,,,,,,,"
",2023,,4th,,,,,
541,Non-Rural,66,76,55,0,0,0,,Yes,The University of Notre Dame Fremantle,6.588,65.67,The University of Notre Dame Sydney,6.588,65.67,,,,,,,,,,,,,,,"
",2023,,3rd,,,,,
542,Non-Rural,63,61,65,10,0,0,,Yes,Deakin University,6.57,63.5,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
543,Non-Rural,78,68,65,0,0,0,,Yes,The University of Melbourne,6.896,70.33,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
544,Non-Rural,62,75,71,0,0,0,,Yes,The University of Melbourne,6.87,69.33,Australian National University,6.87,69.75,The University of Queensland (RMP),6.87,69.33,,,,,,,,,,,,"
",2023,Tier 3,,,,,,
545,Non-Rural,59,77,61,2,0,0,gam,Yes,The University of Notre Dame Sydney,6.75,65.67,The University of Melbourne,6.725,65.67,Deakin University,6.75,64.5,Griffith University,6.729,64.5,The University of Western Australia,6.729,64.5,The University of Queensland (Metro),6.719,65.67,,,"
",2023,,4th,,,,,
546,Non-Rural,68,81,65,0,0,0,,Yes,The University of Notre Dame Sydney,6.823,71.33,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
547,Non-Rural,59,61,86,2,0,0,,Yes,Deakin University,6.687,73.0,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
548,Non-Rural,61,64,72,0,0,0,,Yes,Griffith University,7.0,67.25,The University of Melbourne,7.0,65.67,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
549,Non-Rural,65,74,79,0,2,0,,Yes,Griffith University,6.813,74.25,,,,,,,,,,,,,,,,,,"
",2023,Tier 3,4th,,,,,
550,Non-Rural,62,64,98,0,0,0,,Yes,The University of Melbourne,6.97,74.67,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
551,Non-Rural,58,73,55,0,0,0,above average portfolio,No,,,,The University of Wollongong,5.5,60.25,The University of Notre Dame Sydney,6.121,62.0,Australian National University,6.121,60.25,Griffith University,5.86,60.25,Deakin University,6.034,60.25,The University of Melbourne,5.89,"62
",2023,,3rd,,,,,
552,Non-Rural,67,77,57,0,0,0,,Yes,The University of Notre Dame Sydney,6.824,67.0,The University of Queensland (Metro),6.855,67.0,Griffith University,6.839,64.5,,,,,,,,,,,,"
",2023,,3rd,,,,,
553,Non-Rural,63,76,62,6,2,0,,Yes,The University of Notre Dame Sydney,6.667,67.0,Deakin University,6.6,65.75,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
554,Non-Rural,60,64,72,0,0,0,undf rez,Yes,Macquarie University,6.88,67.0,,,,,,,,,,,,,,,,,,"
",2023,,3rd,,,,,
555,Non-Rural,73,67,90,0,0,0,,Yes,Griffith University,6.443,80.0,The University of Melbourne,6.357,76.67,,,,,,,,,,,,,,,"
",2023,,,,,,,
556,Non-Rural,75,66,75,0,0,0,,Yes,The University of Melbourne,6.875,72.0,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
557,Non-Rural,74,83,80,4,0,0,,Yes,The University of Notre Dame Sydney,5.476,79.0,Deakin University,5.539,79.25,,,,,,,,,,,,,,,"
",2023,Tier 3,4th,,,,,
558,Non-Rural,65,69,70,0,0,0,average portfolio,Yes,The University of Wollongong,5.5,68.5,,,,,,,,,,,,,,,,,,"
",2023,,2nd,,,,,
559,Rural,66,65,64,2,0,0,,Yes,Griffith University,6.9,64.75,,,,,,,,,,,,,,,,,,"
",2023,,3rd,,,,,
560,Non-Rural,64,68,74,0,0,0,wa resident,Yes,The University of Notre Dame Fremantle,6.8,68.67,,,,,,,,,,,,,,,,,,"
",2023,Tier 3,4th,,,,,
561,Non-Rural,67,85,89,0,0,0,,Yes,The University of Melbourne,6.638,80.33,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
562,Non-Rural,68,72,72,0,0,0,,Yes,The University of Notre Dame Fremantle,6.76,70.67,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
563,Non-Rural,65,67,75,0,2,0,gam,Yes,The University of Melbourne,6.969,69.0,,,,,,,,,,,,,,,,,,"
",2023,,3rd,,,,,
564,Rural,54,60,51,0,0,3,applied to/indicated for all relevant rural medical programs.,Yes,The University of Melbourne,6.756,55.0,,,,,,,,,,,,,,,,,,"
",2023,Tier 2,,,,,,
565,Non-Rural,68,77,64,0,0,0,,Yes,The University of Notre Dame Sydney,6.688,69.67,Griffith University,6.74,68.25,The University of Queensland (RMP),6.25,69.67,The University of Melbourne,6.638,69.67,,,,,,,,,"
",2023,,4th,,,,,
566,Non-Rural,59,67,68,0,0,0,,No,,,,The University of Melbourne,6.583,64.67,The University of Queensland (Metro),6.668,64.67,Griffith University,6.722,65.5,Deakin University,6.639,65.5,The University of Notre Dame Sydney,6.75,64.67,The University of Notre Dame Fremantle,6.75,"64.67
",2023,,3rd,,,,,
567,Non-Rural,55,68,85,0,0,0,,Yes,The University of Melbourne,6.906,69.33,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
568,Rural,69,63,50,4,0,0,,Yes,The University of Notre Dame Sydney,6.77,60.67,,,,,,,,,,,,,,,,,,"
",2023,,2nd,,,,,
569,Non-Rural,67,71,81,0,0,0,,Yes,The University of Melbourne,6.888,73.0,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
570,Non-Rural,63,63,82,2,2,0,,Yes,Deakin University,6.917,72.5,,,,,,,,,,,,,,,,,,"
",2023,,1st,,,,,
571,Non-Rural,63,85,70,0,2,0,"average uow portfolio, work experience in public health",Yes,The University of Notre Dame Sydney,6.917,72.67,,,,,,,,,,,,,,,,,,"
",2023,,3rd,,,,,
572,Non-Rural,60,64,77,0,2,0,wa resident,Yes,Macquarie University,6.64,69.5,The University of Western Australia,6.52,69.5,Australian National University,6.81,69.5,The University of Melbourne,6.677,67.0,The University of Notre Dame Fremantle,6.677,67.0,Griffith University,6.52,69.5,,,"
",2023,,2nd,,,,,
573,Non-Rural,67,76,76,0,0,0,,Yes,The University of Melbourne,6.651,73.0,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
574,Non-Rural,51,62,74,0,0,0,average portfolio,No,,,,The University of Melbourne,7.0,62.33,Deakin University,7.0,65.25,Griffith University,7.0,65.25,The University of Notre Dame Sydney,7.0,62.33,The University of Wollongong,5.5,65.25,The University of Notre Dame Fremantle,7.0,"62.33
",2023,,3rd,,,,,
575,Non-Rural,64,74,65,2,0,0,,Yes,The University of Notre Dame Sydney,6.844,67.67,Deakin University,6.844,67.0,The University of Melbourne,6.75,67.67,Australian National University,6.844,67.0,,,,,,,,,"
",2023,,4th,,,,,
576,Non-Rural,62,68,82,2,2,0,,Yes,The University of Notre Dame Sydney,6.74,70.67,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
577,Rural,57,56,74,10,0,0,casper score did not meet uow hurdle,Yes,Deakin University,6.422,65.25,,,,,,,,,,,,,,,,,,"
",2023,,1st,,,,,
578,Non-Rural,67,64,95,2,2,0,gam,Yes,The University of Melbourne,6.708,75.33,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
579,Non-Rural,62,70,82,2,0,0,,Yes,The University of Notre Dame Sydney,6.87,71.33,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
580,Non-Rural,61,66,65,8,0,0,gam,No,,,,Deakin University,6.26,64.25,The University of Melbourne,6.263,64.0,Australian National University,6.26,64.25,,,,,,,,,"
",2023,,,,,,,
581,Rural,64,69,55,6,0,0,,Yes,The University of Notre Dame Sydney,5.76,62.67,,,,,,,,,,,,,,,,,,"
",2023,,3rd,,,,,
582,Non-Rural,55,86,70,2,2,0,gam,Yes,The University of Melbourne,6.875,70.33,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
583,Non-Rural,61,67,80,2,2,0,above average portfolio,Yes,Deakin University,6.809,72.0,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
584,Non-Rural,63,64,63,2,0,0,,No,,,,The University of Melbourne,6.688,63.33,The University of Melbourne,6.688,63.33,,,,,,,,,,,,"
",2023,,2nd,,,,,
585,Non-Rural,71,76,63,0,0,0,,Yes,The University of Melbourne,6.938,70.0,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
586,Non-Rural,59,68,71,4,0,0,,Yes,Deakin University,6.906,67.25,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
587,Non-Rural,54,71,60,2,0,0,,No,,,,The University of Queensland (Metro),7.0,61.67,The University of Notre Dame Fremantle,6.6,61.67,Griffith University,6.4,61.25,,,,,,,,,"
",2023,,3rd,,,,,
588,Non-Rural,62,66,66,0,0,0,,Yes,Australian National University,6.6,65.0,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
589,Non-Rural,62,69,65,0,0,0,wa resident,Yes,The University of Notre Dame Fremantle,7.0,65.33,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
590,Rural,50,50,77,8,0,0,,Yes,Griffith University,6.5,63.5,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
591,Non-Rural,68,67,74,0,0,0,,Yes,The University of Melbourne,6.865,69.67,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
592,Non-Rural,68,76,75,2,2,0,,Yes,The University of Melbourne,6.667,73.0,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
593,Rural,50,65,67,10,0,0,,Yes,Deakin University,6.6,62.25,,,,,,,,,,,,,,,,,,"
",2023,Tier 2,,,,,,
594,Non-Rural,73,63,76,0,0,0,gam,Yes,The University of Melbourne,6.75,70.67,,,,,,,,,,,,,,,,,,"
",2023,,2nd,,,,,
595,Non-Rural,65,77,91,2,0,0,,Yes,The University of Melbourne,7.0,77.67,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
596,Non-Rural,63,84,70,2,0,0,,Yes,The University of Melbourne,6.84,72.33,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
597,Non-Rural,63,69,84,6,0,0,-,Yes,Deakin University,6.67,75.0,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
598,Non-Rural,62,67,70,2,0,0,,Yes,The University of Notre Dame Sydney,6.99,66.33,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
599,Rural,60,65,64,10,0,0,,Yes,The University of Notre Dame Sydney,6.896,63.0,,,,,,,,,,,,,,,,,,"
",2023,,1st,,,,,
600,Non-Rural,70,78,76,0,0,0,,Yes,The University of Melbourne,6.53,74.67,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
601,Non-Rural,71,72,67,0,0,0,,Yes,The University of Wollongong,5.5,69.25,Macquarie University,6.5,69.25,The University of Notre Dame Sydney,6.5,70.0,,,,,,,,,,,,"
",2023,,3rd,,,,,
602,Non-Rural,65,70,62,2,0,0,,Yes,The University of Notre Dame Sydney,6.49,65.67,The University of Melbourne,6.513,65.67,Deakin University,6.49,64.75,,,,,,,,,,,,"
",2023,,4th,,,,,
603,Rural,55,69,54,8,0,0,,Yes,The University of Melbourne,6.6,59.33,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
604,Non-Rural,69,82,66,0,0,0,,Yes,The University of Notre Dame Fremantle,6.823,72.33,The University of Western Australia,6.354,70.75,,,,,,,,,,,,,,,"
",2023,Tier 3,1st,,,,,
605,Non-Rural,53,67,94,0,0,0,,Yes,The University of Notre Dame Sydney,6.15,71.33,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
606,Non-Rural,62,79,77,0,2,0,,Yes,The University of Notre Dame Sydney,6.917,72.67,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
607,Rural,64,76,73,6,0,0,,Yes,The University of Melbourne,7.0,71.0,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
608,Non-Rural,61,66,86,0,0,0,no,Yes,The University of Melbourne,7.0,71.0,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
609,Non-Rural,61,65,59,0,0,0,,No,,,,The University of Melbourne,6.5,61.67,,,,,,,,,,,,,,,"
",2023,,,,,,,
610,Non-Rural,66,73,75,2,0,0,,Yes,The University of Notre Dame Sydney,6.5,71.33,,,,,,,,,,,,,,,,,,"
",2023,,3rd,,,,,
611,Non-Rural,66,67,100,0,0,0,,Yes,The University of Melbourne,7.0,77.67,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
612,Non-Rural,64,69,57,0,2,0,,Yes,The University of Notre Dame Sydney,6.841,63.33,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
613,Non-Rural,69,70,68,6,2,0,,Yes,The University of Notre Dame Fremantle,6.463,69.0,Deakin University,6.427,68.75,The University of Melbourne,6.35,69.0,,,,,,,,,,,,"
",2023,,4th,,,,,
614,Non-Rural,56,56,75,6,0,0,,Yes,Deakin University,6.71,65.5,,,,,,,,,,,,,,,,,,"
",2023,,1st,,,,,
615,Non-Rural,72,69,74,0,4,0,,Yes,Griffith University,6.938,72.25,,,,,,,,,,,,,,,,,,"
",2023,,3rd,,,,,
616,Non-Rural,70,67,97,0,0,0,,Yes,The University of Melbourne,6.88,78.0,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
617,Non-Rural,79,71,67,4,0,0,,Yes,Griffith University,6.75,71.0,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
618,Non-Rural,62,68,71,0,0,0,,Yes,Macquarie University,6.787,68.0,Australian National University,6.787,68.0,,,,,,,,,,,,,,,"
",2023,,1st,,,,,
619,Non-Rural,61,79,64,4,0,0,"below average portfolio, wa residency",Yes,The University of Wollongong,5.5,67.0,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
620,Non-Rural,58,65,74,4,0,0,,Yes,Deakin University,6.68,67.75,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
621,Non-Rural,55,72,69,0,0,0,"have 5+ years experience as volunteer surf lifesaver, part time work since i was 14, professional football career, fringe of being rural but very average gamsat
",No,,,,The University of Melbourne,6.2,65.33,The University of Wollongong,5.5,66.25,The University of Notre Dame Fremantle,6.3,65.33,Deakin University,6.3,66.25,Griffith University,6.3,66.25,The University of Notre Dame Sydney,6.3,"65.33
",2023,,4th,,,,,
622,Non-Rural,64,68,80,0,0,0,,No,,,,The University of Melbourne,5.955,70.67,Deakin University,5.996,73.0,,,,,,,,,,,,"
",2023,,,,,,,
623,Non-Rural,56,62,78,0,4,0,,Yes,Griffith University,7.0,68.5,,,,,,,,,,,,,,,,,,"
",2023,Tier 3,,,,,,
624,Rural,78,83,72,0,0,0,"gam, rural healthcare experience",Yes,The University of Melbourne,6.6,77.67,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
625,Rural,67,74,57,10,0,3,deakin rts applicant tier 1,Yes,Deakin University,6.1,63.75,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
626,Non-Rural,70,74,71,0,0,0,,Yes,The University of Notre Dame Sydney,6.76,71.67,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
627,Non-Rural,65,73,95,0,0,0,,Yes,The University of Melbourne,7.0,77.67,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
628,Rural,57,57,56,0,0,0,,Yes,The University of Melbourne,6.98,56.67,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
629,Rural,61,65,62,0,0,0,,Yes,Griffith University,6.91,62.5,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
630,Non-Rural,63,62,78,0,0,0,,Yes,Griffith University,7.0,70.25,,,,,,,,,,,,,,,,,,"
",2023,,3rd,,,,,
631,Non-Rural,64,82,77,0,0,0,,Yes,The University of Melbourne,6.575,74.33,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
632,Non-Rural,50,73,66,0,0,0,"(marked as an outlier as outside of ll expected for interview and significantly skews data, but that doesn't mean it illegitimate given casper being a factor -luke)
",Yes,The University of Notre Dame Fremantle,6.431,63.0,The University of Wollongong,5.5,63.75,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
633,Non-Rural,71,75,76,0,0,0,,Yes,The University of Melbourne,6.97,74.0,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
634,Rural,65,70,65,16,0,0,rts applicant - tier 1,Yes,Deakin University,6.98,66.25,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
635,Non-Rural,59,63,68,0,0,0,high portfolio strength,Yes,Macquarie University,6.9,64.5,The University of Notre Dame Sydney,6.9,63.33,,,,,,,,,,,,,,,"
",2023,,3rd,,,,,
636,Non-Rural,60,62,68,0,0,0,,Yes,The University of Wollongong,5.5,64.5,The University of Notre Dame Fremantle,6.7,63.33,The University of Western Australia,6.7,64.5,,,,,,,,,,,,"
",2023,,3rd,,,,,
637,Non-Rural,64,69,78,0,4,0,,Yes,The University of Melbourne,6.975,70.33,,,,,,,,,,,,,,,,,,"
",2023,,2nd,,,,,
638,Non-Rural,62,66,74,0,0,0,,Yes,The University of Melbourne,7.0,67.33,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
639,Non-Rural,66,68,63,2,2,0,strong portfolio,Yes,Macquarie University,6.896,65.0,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
640,Non-Rural,54,65,70,0,0,0,,Yes,The University of Notre Dame Sydney,6.907,63.0,Griffith University,6.914,64.75,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
641,Non-Rural,53,67,58,0,0,0,,No,,,,The University of Notre Dame Sydney,7.0,59.33,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
642,Non-Rural,60,70,66,0,0,0,wa resident,Yes,The University of Notre Dame Fremantle,6.95,65.33,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
643,Non-Rural,71,67,87,2,0,0,gam,Yes,Australian National University,6.835,78.0,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
644,Non-Rural,57,78,62,0,0,0,,Yes,The University of Notre Dame Fremantle,6.951,65.67,The University of Melbourne,6.961,65.67,Deakin University,6.951,64.75,The University of Notre Dame Sydney,6.951,65.67,,,,,,,,,"
",2023,,3rd,,,,,
645,Non-Rural,61,72,65,0,0,0,,Yes,Macquarie University,6.889,65.75,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
646,Non-Rural,53,74,91,4,0,0,,Yes,Deakin University,6.99,77.25,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
647,Non-Rural,73,82,75,0,0,0,,Yes,The University of Melbourne,6.594,76.67,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
648,Non-Rural,71,67,71,0,0,3,,Yes,The University of Notre Dame Sydney,6.906,69.67,,,,,,,,,,,,,,,,,,"
",2023,,3rd,,,,,
649,Non-Rural,60,66,68,4,0,0,,No,,,,Deakin University,6.9,65.5,The University of Melbourne,6.9,64.67,,,,,,,,,,,,"
",2023,,,,,,,
650,Non-Rural,62,66,74,4,2,0,,Yes,Deakin University,6.99,69.0,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
651,Non-Rural,77,81,62,0,2,0,no,Yes,The University of Melbourne,6.9,73.33,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
652,Non-Rural,54,63,100,0,0,0,,Yes,The University of Melbourne,6.7,72.33,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
653,Non-Rural,65,67,73,2,0,0,,Yes,The University of Notre Dame Sydney,6.83,68.33,,,,,,,,,,,,,,,,,,"
",2023,,3rd,,,,,
654,Non-Rural,62,58,91,0,0,0,,Yes,The University of Melbourne,6.9,70.33,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
655,Non-Rural,75,77,72,0,2,0,,Yes,The University of Melbourne,6.875,74.67,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
656,Non-Rural,73,68,71,6,0,0,,Yes,The University of Melbourne,6.778,70.67,,,,,,,,,,,,,,,,,,"
",2023,,4th,,,,,
657,Non-Rural,67,78,93,0,2,0,,Yes,The University of Western Australia,6.688,82.75,,,,,,,,,,,,,,,,,,"
",2023,,3rd,,,,,
658,Non-Rural,62,56,78,0,0,0,,Yes,Macquarie University,6.885,68.5,The University of Notre Dame Sydney,6.885,65.33,,,,,,,,,,,,,,,"
",2023,,2nd,,,,,
659,Non-Rural,70,69,65,2,2,0,,Yes,The University of Notre Dame Sydney,6.688,68.0,Australian National University,6.688,67.25,Deakin University,6.688,67.25,,,,,,,,,,,,"
",2023,,4th,,,,,
660,Non-Rural,66,78,74,0,0,0,,Yes,Deakin University,6.83,73.0,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
661,Non-Rural,58,64,77,0,0,0,gam,Yes,The University of Western Australia,6.917,69.0,,,,,,,,,,,,,,,,,,"
",2023,,3rd,,,,,
662,Non-Rural,60,77,82,4,0,0,below average portfolio,Yes,Deakin University,6.363,75.25,The University of Wollongong,5.5,75.25,Griffith University,6.126,75.25,,,,,,,,,,,,"
",2023,,3rd,,,,,
663,Non-Rural,68,78,73,4,0,0,gam applicant,Yes,The University of Melbourne,6.975,73.0,,,,,,,,,,,,,,,,,,"
",2023,,,,,,,
664,Non-Rural,62,66,65,0,0,0,,Yes,The University of Western Australia,7.0,64.5,,,,,,,,,,,,,,,,,,"
",2023,,1st,,,,,
665,Non-Rural,79,76,76,0,0,0,,Yes,The University of Western Australia,6.1,76.75,,,,,,,,,,,,,,,,,,"
",2023,,3rd,,,,,
